id;sentencas;documento
36;"['Devia morrer-se de outra maneira.', 'Transformarmo-nos em fumo, por exemplo.', 'Ou em nuvens.', 'Quando nos sentíssemos cansados, fartos do mesmo sol a fingir de novo todas as manhãs, convocaríamos os amigos mais íntimos com um cartão de convite para o ritual do Grande Desfazer:', '""Fulano de tal comunica a V. Exa.', 'que vai transformar-se em nuvem hoje às 9 horas.', 'Traje de passeio"".', 'E então, solenemente, com passos de reter tempo, fatos escuros, olhos de lua de cerimônia, viríamos todos assistir a despedida.', 'Apertos de mãos quentes.', 'Ternura de calafrio.', '""Adeus!', 'Adeus!', '""', 'E, pouco a pouco, devagarinho, sem sofrimento, numa lassidão de arrancar raízes...', '(primeiro, os olhos... em seguida, os lábios... depois os cabelos... ) a carne, em vez de apodrecer, começaria a transfigurar-se em fumo... tão leve... tão sutil...', 'tão pòlen...', 'como aquela nuvem além (vêem?) — nesta tarde de outono ainda tocada por um vento de lábios azuis...']";"Devia morrer-se de outra maneira. Transformarmo-nos em fumo, por exemplo. Ou em nuvens. Quando nos sentíssemos cansados, fartos do mesmo sol a fingir de novo todas as manhãs, convocaríamos os amigos mais íntimos com um cartão de convite para o ritual do Grande Desfazer: ""Fulano de tal comunica a V. Exa. que vai transformar-se em nuvem hoje às 9 horas. Traje de passeio"". E então, solenemente, com passos de reter tempo, fatos escuros, olhos de lua de cerimônia, viríamos todos assistir a despedida. Apertos de mãos quentes. Ternura de calafrio. ""Adeus! Adeus!"" E, pouco a pouco, devagarinho, sem sofrimento, numa lassidão de arrancar raízes... (primeiro, os olhos... em seguida, os lábios... depois os cabelos... ) a carne, em vez de apodrecer, começaria a transfigurar-se em fumo... tão leve... tão sutil... tão pòlen... como aquela nuvem além (vêem?) — nesta tarde de outono ainda tocada por um vento de lábios azuis..."
37;"['Quando eu nasci, ficou tudo como estava, Nem homens cortaram veias, nem o Sol escureceu, nem houve Estrelas a mais...', 'Somente, esquecida das dores, a minha Mãe sorriu e agradeceu.', 'Quando eu nasci, não houve nada de novo senão eu.', 'As nuvens não se espantaram, não enlouqueceu ninguém...', ""P'ra que o dia fosse enorme, bastava toda a ternura que olhava nos olhos de minha Mãe...""]";Quando eu nasci, ficou tudo como estava, Nem homens cortaram veias, nem o Sol escureceu, nem houve Estrelas a mais... Somente, esquecida das dores, a minha Mãe sorriu e agradeceu. Quando eu nasci, não houve nada de novo senão eu. As nuvens não se espantaram, não enlouqueceu ninguém... P'ra que o dia fosse enorme, bastava toda a ternura que olhava nos olhos de minha Mãe...
38;['Permita que eu feche os meus olhos, pois é muito longe e tão tarde!', 'Pensei que era apenas demora, e cantando pus-me a esperar-te.', 'Permite que agora emudeça: que me conforme em ser sozinha.', 'Há uma doce luz no silencio, e a dor é de origem divina.', 'Permite que eu volte o meu rosto para um céu maior que este mundo, e aprenda a ser dócil no sonho como as estrelas no seu rumo.'];Permita que eu feche os meus olhos, pois é muito longe e tão tarde! Pensei que era apenas demora, e cantando pus-me a esperar-te. Permite que agora emudeça: que me conforme em ser sozinha. Há uma doce luz no silencio, e a dor é de origem divina. Permite que eu volte o meu rosto para um céu maior que este mundo, e aprenda a ser dócil no sonho como as estrelas no seu rumo.
39;"['Seus olhos tão negros, tão belos, tão puros, De vivo luzir, Estrelas incertas, que as águas dormentes Do mar vão ferir;', 'Seus olhos tão negros, tão belos, tão puros, Têm meiga expressão, Mais doce que a brisa, — mais doce que o nauta', 'De noite cantando, — mais doce que a frauta', 'Quebrando a solidão, Seus olhos tão negros, tão belos, tão puros, De vivo luzir, São meigos infantes, gentis, engraçados', 'Brincando a sorrir.', 'São meigos infantes, brincando, saltando Em jogo infantil, Inquietos, travessos; — causando tormento, Com beijos nos pagam a dor de um momento,', 'Com modo gentil.', 'Seus olhos tão negros, tão belos, tão puros,', 'Assim é que são;', 'Às vezes luzindo, serenos, tranquilos, Às vezes vulcão!', 'Às vezes, oh!', 'sim, derramam tão fraco, Tão frouxo brilhar, Que a mim me parece que o ar lhes falece, E os olhos tão meigos, que o pranto humedece Me fazem chorar.', 'Assim lindo infante, que dorme tranquilo, Desperta a chorar;', 'E mudo e sisudo, cismando mil coisas, Não pensa — a pensar.', 'Nas almas tão puras da virgem, do infante, Às vezes do céu', ""Cai doce harmonia duma Harpa celeste, Um vago desejo; e a mente se veste De pranto co'um véu."", 'Quer sejam saudades, quer sejam desejos Da pátria melhor;', 'Eu amo seus olhos que choram em causa', 'Um pranto sem dor.', 'Eu amo seus olhos tão negros, tão puros, De vivo fulgor; Seus olhos que exprimem tão doce harmonia, Que falam de amores com tanta poesia, Com tanto pudor.', 'Seus olhos tão negros, tão belos, tão puros, Assim é que são;', 'Eu amo esses olhos que falam de amores', 'Com tanta paixão.']";"Seus olhos tão negros, tão belos, tão puros, De vivo luzir, Estrelas incertas, que as águas dormentes Do mar vão ferir; Seus olhos tão negros, tão belos, tão puros, Têm meiga expressão, Mais doce que a brisa, — mais doce que o nauta De noite cantando, — mais doce que a frauta Quebrando a solidão, Seus olhos tão negros, tão belos, tão puros, De vivo luzir, São meigos infantes, gentis, engraçados Brincando a sorrir. São meigos infantes, brincando, saltando Em jogo infantil, Inquietos, travessos; — causando tormento, Com beijos nos pagam a dor de um momento, Com modo gentil. Seus olhos tão negros, tão belos, tão puros, Assim é que são; Às vezes luzindo, serenos, tranquilos, Às vezes vulcão! Às vezes, oh! sim, derramam tão fraco, Tão frouxo brilhar, Que a mim me parece que o ar lhes falece, E os olhos tão meigos, que o pranto humedece Me fazem chorar. Assim lindo infante, que dorme tranquilo, Desperta a chorar; E mudo e sisudo, cismando mil coisas, Não pensa — a pensar. Nas almas tão puras da virgem, do infante, Às vezes do céu Cai doce harmonia duma Harpa celeste, Um vago desejo; e a mente se veste De pranto co'um véu. Quer sejam saudades, quer sejam desejos Da pátria melhor; Eu amo seus olhos que choram em causa Um pranto sem dor. Eu amo seus olhos tão negros, tão puros, De vivo fulgor; Seus olhos que exprimem tão doce harmonia, Que falam de amores com tanta poesia, Com tanto pudor. Seus olhos tão negros, tão belos, tão puros, Assim é que são; Eu amo esses olhos que falam de amores Com tanta paixão."
41;"['Mudam-se os tempos, mudam-se as vontades, muda-se o ser, muda-se a confiança; todo o Mundo é composto de mudança, tomando sempre novas qualidades.', 'Continuamente vemos novidades, diferentes em tudo da esperança; do mal ficam as mágoas na lembrança, e do bem (se algum houve), as saudades.', 'O tempo cobre o chão de verde manto, que já coberto foi de neve fria, e, enfim, converte em choro o doce canto.', 'E, afora este mudar-se cada dia, outra mudança faz de mor espanto, que não se muda já como soía.']";"Mudam-se os tempos, mudam-se as vontades, muda-se o ser, muda-se a confiança; todo o Mundo é composto de mudança, tomando sempre novas qualidades. Continuamente vemos novidades, diferentes em tudo da esperança; do mal ficam as mágoas na lembrança, e do bem (se algum houve), as saudades. O tempo cobre o chão de verde manto, que já coberto foi de neve fria, e, enfim, converte em choro o doce canto. E, afora este mudar-se cada dia, outra mudança faz de mor espanto, que não se muda já como soía."
42;['Eu faço versos como quem chora De desalento... de desencanto...', 'Fecha o meu livro, se por agora Não tens motivo nenhum de pranto.', 'Meu verso é sangue.', 'Volúpia ardente...', 'Tristeza esparsa...', 'remorso vão...', 'Dói-me nas veias.', 'Amargo e quente, Cai, gota a gota, do coração.', 'E nestes versos de angústia rouca Assim dos lábios a vida corre, Deixando um acre sabor na boca.', '- Eu faço versos como quem morre.'];Eu faço versos como quem chora De desalento... de desencanto... Fecha o meu livro, se por agora Não tens motivo nenhum de pranto. Meu verso é sangue. Volúpia ardente... Tristeza esparsa... remorso vão... Dói-me nas veias. Amargo e quente, Cai, gota a gota, do coração. E nestes versos de angústia rouca Assim dos lábios a vida corre, Deixando um acre sabor na boca. - Eu faço versos como quem morre.
43;['Sexta-feira à noite os homens acariciam o clitóris das esposas com dedos molhados de saliva.', 'O mesmo gesto com que todos os dias contam dinheiro papéis documentos e folheiam nas revistas a vida dos seus ídolos.', 'Sexta-feira à noite os homens penetram suas esposas com tédio e pênis.', 'O mesmo tédio com que todos os dias enfiam o carro na garagem o dedo no nariz e metem a mão no bolso para coçar o saco.', 'Sexta-feira à noite os homens ressonam de borco enquanto as mulheres no escuro encaram seu destino e sonham com o príncipe encantado.'];Sexta-feira à noite os homens acariciam o clitóris das esposas com dedos molhados de saliva. O mesmo gesto com que todos os dias contam dinheiro papéis documentos e folheiam nas revistas a vida dos seus ídolos. Sexta-feira à noite os homens penetram suas esposas com tédio e pênis. O mesmo tédio com que todos os dias enfiam o carro na garagem o dedo no nariz e metem a mão no bolso para coçar o saco. Sexta-feira à noite os homens ressonam de borco enquanto as mulheres no escuro encaram seu destino e sonham com o príncipe encantado.
44;['Chega um tempo em que não se diz mais: meu Deus.', 'Tempo de absoluta depuração.', 'Tempo em que não se diz mais: meu amor.', 'Porque o amor resultou inútil.', 'E os olhos não choram.', 'E as mãos tecem apenas o rude trabalho.', 'E o coração está seco.', 'Em vão mulheres batem à porta, não abrirás.', 'Ficaste sozinho, a luz apagou-se, mas na sombra teus olhos resplandecem enormes.', 'És todo certeza, já não sabes sofrer.', 'E nada esperas de teus amigos.', 'Pouco importa venha a velhice, que é a velhice?', 'Teus ombros suportam o mundo e ele não pesa mais que a mão de uma criança.', 'As guerras, as fomes, as discussões dentro dos edifícios provam apenas que a vida prossegue e nem todos se libertaram ainda.', 'Alguns, achando bárbaro o espetáculo prefeririam (os delicados) morrer.', 'Chegou um tempo em que não adianta morrer.', 'Chegou um tempo que a vida é uma ordem.', 'A vida apenas, sem mistificação.'];Chega um tempo em que não se diz mais: meu Deus. Tempo de absoluta depuração. Tempo em que não se diz mais: meu amor. Porque o amor resultou inútil. E os olhos não choram. E as mãos tecem apenas o rude trabalho. E o coração está seco. Em vão mulheres batem à porta, não abrirás. Ficaste sozinho, a luz apagou-se, mas na sombra teus olhos resplandecem enormes. És todo certeza, já não sabes sofrer. E nada esperas de teus amigos. Pouco importa venha a velhice, que é a velhice? Teus ombros suportam o mundo e ele não pesa mais que a mão de uma criança. As guerras, as fomes, as discussões dentro dos edifícios provam apenas que a vida prossegue e nem todos se libertaram ainda. Alguns, achando bárbaro o espetáculo prefeririam (os delicados) morrer. Chegou um tempo em que não adianta morrer. Chegou um tempo que a vida é uma ordem. A vida apenas, sem mistificação.
45;"['No mistério do sem-fim equilibra-se um planeta.', 'E, no planeta, um jardim, e, no jardim, um canteiro; no canteiro uma violeta, e, sobre ela, o dia inteiro, entre o planeta e o sem-fim, a asa de uma borboleta']";"No mistério do sem-fim equilibra-se um planeta. E, no planeta, um jardim, e, no jardim, um canteiro; no canteiro uma violeta, e, sobre ela, o dia inteiro, entre o planeta e o sem-fim, a asa de uma borboleta"
46;['A hora da partida soa quando Escurece o jardim e o vento passa, Estala o chão e as portas batem, quando A noite cada nó em si deslaça.', 'A hora da partida soa quando as árvores parecem inspiradas', 'Como se tudo nelas germinasse.', 'Soa quando no fundo dos espelhos Me é estranha e longínqua a minha face E de mim se desprende a minha vida.'];A hora da partida soa quando Escurece o jardim e o vento passa, Estala o chão e as portas batem, quando A noite cada nó em si deslaça. A hora da partida soa quando as árvores parecem inspiradas Como se tudo nelas germinasse. Soa quando no fundo dos espelhos Me é estranha e longínqua a minha face E de mim se desprende a minha vida.
47;['Assim eu quereria o meu último poema.', 'Que fosse terno dizendo as coisas mais simples e menos intencionais Que fosse ardente como um soluço sem lágrimas Que tivesse a beleza das flores quase sem perfume', 'A pureza da chama em que se consomem os diamantes mais límpidos', 'A paixão dos suicidas que se matam sem explicação.'];Assim eu quereria o meu último poema. Que fosse terno dizendo as coisas mais simples e menos intencionais Que fosse ardente como um soluço sem lágrimas Que tivesse a beleza das flores quase sem perfume A pureza da chama em que se consomem os diamantes mais límpidos A paixão dos suicidas que se matam sem explicação.
48;['A maior solidão é a do ser que não ama.', 'A maior solidão é a dor do ser que se ausenta, que se defende, que se fecha, que se recusa a participar da vida humana.', 'A maior solidão é a do homem encerrado em si mesmo, no absoluto de si mesmo, o que não dá a quem pede o que ele pode dar de amor, de amizade, de socorro.', 'O maior solitário é o que tem medo de amar, o que tem medo de ferir e ferir-se, o ser casto da mulher, do amigo, do povo, do mundo.', 'Esse queima como uma lâmpada triste, cujo reflexo entristece também tudo em torno.', 'Ele é a angústia do mundo que o reflete.', 'Ele é o que se recusa às verdadeiras fontes de emoção, as que são o patrimônio de todos, e, encerrado em seu duro privilégio, semeia pedras do alto de sua fria e desolada torre.'];A maior solidão é a do ser que não ama. A maior solidão é a dor do ser que se ausenta, que se defende, que se fecha, que se recusa a participar da vida humana. A maior solidão é a do homem encerrado em si mesmo, no absoluto de si mesmo, o que não dá a quem pede o que ele pode dar de amor, de amizade, de socorro. O maior solitário é o que tem medo de amar, o que tem medo de ferir e ferir-se, o ser casto da mulher, do amigo, do povo, do mundo. Esse queima como uma lâmpada triste, cujo reflexo entristece também tudo em torno. Ele é a angústia do mundo que o reflete. Ele é o que se recusa às verdadeiras fontes de emoção, as que são o patrimônio de todos, e, encerrado em seu duro privilégio, semeia pedras do alto de sua fria e desolada torre.
49;['O amor é uma companhia.', 'Já não sei andar só pelos caminhos, Porque já não posso andar só.', 'Um pensamento visível faz-me andar mais depressa E ver menos, e ao mesmo tempo gostar bem de ir vendo tudo.', 'Mesmo a ausência dela é uma coisa que está comigo.', 'E eu gosto tanto dela que não sei como a desejar.', 'Se a não vejo, imagino-a e sou forte como as árvores altas.', 'Mas se a vejo tremo, não sei o que é feito do que sinto na ausência dela.', 'Todo eu sou qualquer força que me abandona.', 'Toda a realidade olha para mim como um girassol com a cara dela no meio.'];O amor é uma companhia. Já não sei andar só pelos caminhos, Porque já não posso andar só. Um pensamento visível faz-me andar mais depressa E ver menos, e ao mesmo tempo gostar bem de ir vendo tudo. Mesmo a ausência dela é uma coisa que está comigo. E eu gosto tanto dela que não sei como a desejar. Se a não vejo, imagino-a e sou forte como as árvores altas. Mas se a vejo tremo, não sei o que é feito do que sinto na ausência dela. Todo eu sou qualquer força que me abandona. Toda a realidade olha para mim como um girassol com a cara dela no meio.
50;['Tome-se um homem, Feito de nada, como nós, E em tamanho natural.', 'Embeba-se-lhe a carne, Lentamente, Duma certeza aguda, irracional, Intensa como o ódio ou como a fome.', 'Depois, perto do fim, Agite-se um pendão E toque-se um clarim.', 'Serve-se morto.'];Tome-se um homem, Feito de nada, como nós, E em tamanho natural. Embeba-se-lhe a carne, Lentamente, Duma certeza aguda, irracional, Intensa como o ódio ou como a fome. Depois, perto do fim, Agite-se um pendão E toque-se um clarim. Serve-se morto.
51;['Vale a pena ser discreto?', 'Não sei bem se vale a pena.', 'O melhor é estar quieto E ter a cara serena.'];Vale a pena ser discreto? Não sei bem se vale a pena. O melhor é estar quieto E ter a cara serena.
52;['Amo-te tanto meu amor...', 'não cante', 'O humano coração com mais verdade...', 'Amo-te como amigo e como amante', 'Numa sempre diversa realidade.', 'Amo-te enfim, de um calmo amor prestante', 'E te amo além, presente na saudade.', 'Amo-te, enfim, com grande liberdade', 'Dentro da eternidade e a cada instante.', 'Amo-te como um bicho, simplesmente De um amor sem mistério e sem virtude', 'Com um desejo maciço e permanente.', 'E de te amar assim, muito e amiúde', 'É que um dia em teu corpo de repente', 'Hei de morrer de amar mais do que pude.'];Amo-te tanto meu amor... não cante O humano coração com mais verdade... Amo-te como amigo e como amante Numa sempre diversa realidade. Amo-te enfim, de um calmo amor prestante E te amo além, presente na saudade. Amo-te, enfim, com grande liberdade Dentro da eternidade e a cada instante. Amo-te como um bicho, simplesmente De um amor sem mistério e sem virtude Com um desejo maciço e permanente. E de te amar assim, muito e amiúde É que um dia em teu corpo de repente Hei de morrer de amar mais do que pude.
53;"['Não me peças palavras, nem baladas, Nem expressões, nem alma...', 'Abre-me o seio, Deixa cair as pálpebras pesadas, E entre os seios me apertes sem receio.', 'Na tua boca sob a minha, ao meio, Nossas línguas se busquem, desvairadas...', 'E que os meus flancos nus vibrem no enleio', 'Das tuas pernas ágeis e delgadas.', 'E em duas bocas uma língua..., - unidos, Nós trocaremos beijos e gemidos, Sentindo o nosso sangue misturar-se.', 'Depois... - abre os teus olhos, minha amada!', 'Enterra-os bem nos meus; não digas nada...', 'Deixa a Vida exprimir-se sem disfarce!']";"Não me peças palavras, nem baladas, Nem expressões, nem alma...Abre-me o seio, Deixa cair as pálpebras pesadas, E entre os seios me apertes sem receio. Na tua boca sob a minha, ao meio, Nossas línguas se busquem, desvairadas... E que os meus flancos nus vibrem no enleio Das tuas pernas ágeis e delgadas. E em duas bocas uma língua..., - unidos, Nós trocaremos beijos e gemidos, Sentindo o nosso sangue misturar-se. Depois... - abre os teus olhos, minha amada! Enterra-os bem nos meus; não digas nada... Deixa a Vida exprimir-se sem disfarce!"
54;['Que nenhuma estrela queime o teu perfil', 'Que nenhum deus se lembre do teu nome Que nem o vento passe onde tu passas.', 'Para ti criarei um dia puro Livre como o vento e repetido Como o florir das ondas ordenadas.'];Que nenhuma estrela queime o teu perfil Que nenhum deus se lembre do teu nome Que nem o vento passe onde tu passas. Para ti criarei um dia puro Livre como o vento e repetido Como o florir das ondas ordenadas.
55;"['Posso escrever os versos mais tristes esta noite.', 'Escrever, por exemplo: ""', 'A noite está estrelada, e tiritam, azuis, os astros lá ao longe"".', 'O vento da noite gira no céu e canta.', 'Posso escrever os versos mais tristes esta noite.', 'Eu amei-a e por vezes ela também me amou.', 'Em noites como esta tive-a em meus braços.', 'Beijei-a tantas vezes sob o céu infinito.', 'Ela amou-me, por vezes eu também a amava.', 'Como não ter amado os seus grandes olhos fixos.', 'Posso escrever os versos mais tristes esta noite.', 'Pensar que não a tenho.', 'Sentir que já a perdi.', 'Ouvir a noite imensa, mais imensa sem ela.', 'E o verso cai na alma como no pasto o orvalho.', 'Importa lá que o meu amor não pudesse guardá-la.', 'A noite está estrelada e ela não está comigo.', 'Isso é tudo.', 'Ao longe alguém canta.', 'Ao longe.', 'A minha alma não se contenta com havê-la perdido.', 'Como para chegá-la a mim o meu olhar procura-a.', 'O meu coração procura-a, ela não está comigo.', 'A mesma noite que faz branquejar as mesmas árvores.', 'Nós dois, os de então, já não somos os mesmos.', 'Já não a amo, é verdade, mas tanto que a amei.', 'Esta voz buscava o vento para tocar-lhe o ouvido.', 'De outro.', 'Será de outro.', 'Como antes dos meus beijos.', 'A voz, o corpo claro.', 'Os seus olhos infinitos.', 'Já não a amo, é verdade, mas talvez a ame ainda.', 'É tão curto o amor, tão longo o esquecimento.', 'Porque em noites como esta tive-a em meus braços, a minha alma não se contenta por havê-la perdido.', 'Embora seja a última dor que ela me causa, e estes sejam os últimos versos que lhe escrevo.']";"Posso escrever os versos mais tristes esta noite. Escrever, por exemplo: ""A noite está estrelada, e tiritam, azuis, os astros lá ao longe"". O vento da noite gira no céu e canta. Posso escrever os versos mais tristes esta noite. Eu amei-a e por vezes ela também me amou. Em noites como esta tive-a em meus braços. Beijei-a tantas vezes sob o céu infinito. Ela amou-me, por vezes eu também a amava. Como não ter amado os seus grandes olhos fixos. Posso escrever os versos mais tristes esta noite. Pensar que não a tenho. Sentir que já a perdi. Ouvir a noite imensa, mais imensa sem ela. E o verso cai na alma como no pasto o orvalho. Importa lá que o meu amor não pudesse guardá-la. A noite está estrelada e ela não está comigo. Isso é tudo. Ao longe alguém canta. Ao longe. A minha alma não se contenta com havê-la perdido. Como para chegá-la a mim o meu olhar procura-a. O meu coração procura-a, ela não está comigo. A mesma noite que faz branquejar as mesmas árvores. Nós dois, os de então, já não somos os mesmos. Já não a amo, é verdade, mas tanto que a amei. Esta voz buscava o vento para tocar-lhe o ouvido. De outro. Será de outro. Como antes dos meus beijos. A voz, o corpo claro. Os seus olhos infinitos. Já não a amo, é verdade, mas talvez a ame ainda. É tão curto o amor, tão longo o esquecimento. Porque em noites como esta tive-a em meus braços, a minha alma não se contenta por havê-la perdido. Embora seja a última dor que ela me causa, e estes sejam os últimos versos que lhe escrevo."
56;['Se as coisas são inatingíveis...', 'ora! não é motivo para não querê-las.', 'Que tristes os caminhos, se não fora a mágica presença das estrelas!'];Se as coisas são inatingíveis... ora! não é motivo para não querê-las. Que tristes os caminhos, se não fora a mágica presença das estrelas!
57;['Quando a luz dos olhos meus E a luz dos olhos teus Resolvem se encontrar Ai que bom que isso é meu Deus Que frio que me dá o encontro desse olhar Mas se a luz dos olhos teus Resiste aos olhos meus só pra me provocar Meu amor, juro por Deus me sinto incendiar Meu amor, juro por Deus', 'Que a luz dos olhos meus já não pode esperar Quero a luz dos olhos meus', 'Na luz dos olhos teus sem mais lará-lará Pela luz dos olhos teus', 'Eu acho meu amor que só se pode achar Que a luz dos olhos meus precisa se casar.'];Quando a luz dos olhos meus E a luz dos olhos teus Resolvem se encontrar Ai que bom que isso é meu Deus Que frio que me dá o encontro desse olhar Mas se a luz dos olhos teus Resiste aos olhos meus só pra me provocar Meu amor, juro por Deus me sinto incendiar Meu amor, juro por Deus Que a luz dos olhos meus já não pode esperar Quero a luz dos olhos meus Na luz dos olhos teus sem mais lará-lará Pela luz dos olhos teus Eu acho meu amor que só se pode achar Que a luz dos olhos meus precisa se casar.
58;['Bebido o luar, ébrios de horizontes, Julgamos que viver era abraçar', 'O rumor dos pinhais, o azul dos montes E todos os jardins verdes do mar.', 'Mas solitários somos e passamos, Não são nossos os frutos nem as flores, O céu e o mar apagam-se exteriores E tornam-se os fantasmas que sonhamos.', 'Por que jardins que nós não colheremos, Límpidos nas auroras a nascer, Por que o céu e o mar se não seremos Nunca os deuses capazes de os viver.'];Bebido o luar, ébrios de horizontes, Julgamos que viver era abraçar O rumor dos pinhais, o azul dos montes E todos os jardins verdes do mar. Mas solitários somos e passamos, Não são nossos os frutos nem as flores, O céu e o mar apagam-se exteriores E tornam-se os fantasmas que sonhamos. Por que jardins que nós não colheremos, Límpidos nas auroras a nascer, Por que o céu e o mar se não seremos Nunca os deuses capazes de os viver.
59;['e ao anoitecer adquires nome de ilha ou de vulcão deixas viver sobre a pele uma criança de lume e na fria lava da noite ensinas ao corpo a paciência o amor o abandono das palavras o silêncio e a difícil arte da melancolia'];e ao anoitecer adquires nome de ilha ou de vulcão deixas viver sobre a pele uma criança de lume e na fria lava da noite ensinas ao corpo a paciência o amor o abandono das palavras o silêncio e a difícil arte da melancolia
60;['Eu deixarei que morra em mim o desejo de amar os teus olhos que são doces Porque nada te poderei dar senão a mágoa de me veres eternamente exausto.', 'No entanto a tua presença é qualquer coisa como a luz e a vida E eu sinto que em meu gesto existe o teu gesto e em minha voz a tua voz.', 'Não te quero ter porque em meu ser tudo estaria terminado.', 'Quero só que surjas em mim como a fé nos desesperados Para que eu possa levar uma gota de orvalho nesta terra amaldiçoada Que ficou sobre a minha carne como nódoa do passado.', 'Eu deixarei...', 'tu irás e encostarás a tua face em outra face.', 'Teus dedos enlaçarão outros dedos e tu desabrocharás para a madrugada.', 'Mas tu não saberás que quem te colheu fui eu, porque eu fui o grande íntimo da noite.', 'Porque eu encostei minha face na face da noite e ouvi a tua fala amorosa.', 'Porque meus dedos enlaçaram os dedos da névoa suspensos no espaço.', 'E eu trouxe até mim a misteriosa essência do teu abandono desordenado.', 'Eu ficarei só como os veleiros nos pontos silenciosos.', 'Mas eu te possuirei como ninguém porque poderei partir.', 'E todas as lamentações do mar, do vento, do céu, das aves, das estrelas.', 'Serão a tua voz presente, a tua voz ausente, a tua voz serenizada.'];Eu deixarei que morra em mim o desejo de amar os teus olhos que são doces Porque nada te poderei dar senão a mágoa de me veres eternamente exausto. No entanto a tua presença é qualquer coisa como a luz e a vida E eu sinto que em meu gesto existe o teu gesto e em minha voz a tua voz. Não te quero ter porque em meu ser tudo estaria terminado. Quero só que surjas em mim como a fé nos desesperados Para que eu possa levar uma gota de orvalho nesta terra amaldiçoada Que ficou sobre a minha carne como nódoa do passado. Eu deixarei... tu irás e encostarás a tua face em outra face. Teus dedos enlaçarão outros dedos e tu desabrocharás para a madrugada. Mas tu não saberás que quem te colheu fui eu, porque eu fui o grande íntimo da noite. Porque eu encostei minha face na face da noite e ouvi a tua fala amorosa. Porque meus dedos enlaçaram os dedos da névoa suspensos no espaço. E eu trouxe até mim a misteriosa essência do teu abandono desordenado. Eu ficarei só como os veleiros nos pontos silenciosos. Mas eu te possuirei como ninguém porque poderei partir. E todas as lamentações do mar, do vento, do céu, das aves, das estrelas. Serão a tua voz presente, a tua voz ausente, a tua voz serenizada.
62;['Quem diante do amorousa falar do Inferno?Quem diante do Infernoousa falar do Amor?Ninguém me amaninguém me querninguém me chamade Baudelaire'];Quem diante do amorousa falar do Inferno?Quem diante do Infernoousa falar do Amor?Ninguém me amaninguém me querninguém me chamade Baudelaire
63;['Entre os teus lábios é que a loucura acode, desce à garganta, invade a água.', 'No teu peito é que o pólen do fogo se junta à nascente, alastra na sombra.', 'Nos teus flancos é que a fonte começa a ser rio de abelhas, rumor de tigre.', 'Da cintura aos joelhos é que a areia queima, o sol é secreto, cego o silêncio.', 'Deita-te comigo.', 'Ilumina meus vidros.', 'Entre lábios e lábios toda a música é minha.'];Entre os teus lábios é que a loucura acode, desce à garganta, invade a água. No teu peito é que o pólen do fogo se junta à nascente, alastra na sombra. Nos teus flancos é que a fonte começa a ser rio de abelhas, rumor de tigre. Da cintura aos joelhos é que a areia queima, o sol é secreto, cego o silêncio. Deita-te comigo. Ilumina meus vidros. Entre lábios e lábios toda a música é minha.
64;['Contigo aprendi coisas tão simples como a forma de convívio com o meu cabelo ralo e a diversa cor que há nos olhos das pessoas', 'Só tu me acompanhastes súbitos momentos quando tudo ruía ao meu redor e me sentia só e no cabo do mundo', 'Contigo fui cruel no dia a dia mais que mulher tu és já a minha única viúva Não posso dar-te mais do te dou este molhado olhar de homem que morre e se comove ao ver-te assim presente tão subitamente'];Contigo aprendi coisas tão simples como a forma de convívio com o meu cabelo ralo e a diversa cor que há nos olhos das pessoas Só tu me acompanhastes súbitos momentos quando tudo ruía ao meu redor e me sentia só e no cabo do mundo Contigo fui cruel no dia a dia mais que mulher tu és já a minha única viúva Não posso dar-te mais do te dou este molhado olhar de homem que morre e se comove ao ver-te assim presente tão subitamente
65;"['Amor é fogo que arde sem se ver, é ferida que dói, e não se sente; é um contentamento descontente, é dor que desatina sem doer.', 'É um não querer mais que bem querer; é um andar solitário entre a gente;', 'é nunca contentar-se de contente; é um cuidar que ganha em se perder.', 'É querer estar preso por vontade; é servir a quem vence, o vencedor; é ter com quem nos mata, lealdade.', 'Mas como causar pode seu favor nos corações humanos amizade, se tão contrário a si é o mesmo Amor?']";"Amor é fogo que arde sem se ver, é ferida que dói, e não se sente; é um contentamento descontente, é dor que desatina sem doer. É um não querer mais que bem querer; é um andar solitário entre a gente; é nunca contentar-se de contente; é um cuidar que ganha em se perder. É querer estar preso por vontade; é servir a quem vence, o vencedor; é ter com quem nos mata, lealdade. Mas como causar pode seu favor nos corações humanos amizade, se tão contrário a si é o mesmo Amor?"
66;['E por vezes as noites duram meses', 'E por vezes os meses oceanos E por vezes os braços que apertamos nunca mais são os mesmos.', 'E por vezes encontramos de nós em poucos meses o que a noite nos fez em muitos anos E por vezes fingimos que lembramos E por vezes lembramos que por vezes ao tomarmos o gosto aos oceanos só o sarro das noites não dos meses lá no fundo dos copos encontramos E por vezes sorrimos ou choramos E por vezes por vezes ah por vezes num segundo se evolam tantos anos.'];E por vezes as noites duram meses E por vezes os meses oceanos E por vezes os braços que apertamos nunca mais são os mesmos. E por vezes encontramos de nós em poucos meses o que a noite nos fez em muitos anos E por vezes fingimos que lembramos E por vezes lembramos que por vezes ao tomarmos o gosto aos oceanos só o sarro das noites não dos meses lá no fundo dos copos encontramos E por vezes sorrimos ou choramos E por vezes por vezes ah por vezes num segundo se evolam tantos anos.
